Log file open, 01/19/23 18:27:20
[2023.01.19-10.27.24:669][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.01.19-10.27.24:669][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.01.19-10.27.24:669][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.01.19-10.27.24:669][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.01.19-10.27.24:669][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.01.19-10.27.24:733][  0]LogNetVersion: ARProject 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2569115643)
[2023.01.19-10.27.24:959][  0]LogUObjectArray: 21133 objects as part of root set at end of initial load.
[2023.01.19-10.27.24:959][  0]LogUObjectAllocator: 5866944 out of 0 bytes used by permanent object pool.
[2023.01.19-10.27.24:959][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.01.19-10.27.24:981][  0]LogSlate: Border
[2023.01.19-10.27.24:981][  0]LogSlate: BreadcrumbButton
[2023.01.19-10.27.24:981][  0]LogSlate: Brushes.Title
[2023.01.19-10.27.24:981][  0]LogSlate: Default
[2023.01.19-10.27.24:981][  0]LogSlate: Icons.Save
[2023.01.19-10.27.24:981][  0]LogSlate: Icons.Toolbar.Settings
[2023.01.19-10.27.24:981][  0]LogSlate: ListView
[2023.01.19-10.27.24:981][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.01.19-10.27.24:981][  0]LogSlate: SoftwareCursor_Grab
[2023.01.19-10.27.24:981][  0]LogSlate: TableView.DarkRow
[2023.01.19-10.27.24:981][  0]LogSlate: TableView.Row
[2023.01.19-10.27.24:981][  0]LogSlate: TreeView
[2023.01.19-10.27.25:156][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 4CBFEBFF4B02353C2884238F3CF535D9 | Instance: 76AE9FB04E78DBA55A30A6B0047C17E1 (DESKTOP-865PA88-7260).
[2023.01.19-10.27.25:200][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.01.19-10.27.25:203][  0]LogUdpMessaging: Display: Added local interface '192.168.1.189' to multicast group '230.0.0.1:6666'
[2023.01.19-10.27.25:209][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.01.19-10.27.25:284][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.01.19-10.27.25:328][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.01.19-10.27.25:343][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.01.19-10.27.25:599][  0]LogPython: Using Python 3.9.7
[2023.01.19-10.27.26:446][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.01.19-10.27.26:465][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.19-10.27.26:465][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.19-10.27.26:553][  0]LogTemp: OpenXR ignores max viewport resolution in editor to support full HMD resolutions.
[2023.01.19-10.27.26:597][  0]SourceControl: 源码管理已禁用
[2023.01.19-10.27.26:601][  0]SourceControl: 源码管理已禁用
[2023.01.19-10.27.26:611][  0]SourceControl: 源码管理已禁用
[2023.01.19-10.27.26:617][  0]LogUProjectInfo: Found projects:
[2023.01.19-10.27.26:810][  0]LogOpenImageDenoise: OIDN starting up
[2023.01.19-10.27.26:955][  0]LogCollectionManager: Loaded 0 collections in 0.000762 seconds
[2023.01.19-10.27.26:956][  0]LogFileCache: Scanning file cache for directory 'D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Saved/Collections/' took 0.00s
[2023.01.19-10.27.26:958][  0]LogFileCache: Scanning file cache for directory 'D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Content/Developers/26598/Collections/' took 0.00s
[2023.01.19-10.27.26:959][  0]LogFileCache: Scanning file cache for directory 'D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Content/Collections/' took 0.00s
[2023.01.19-10.27.27:316][  0]LogEngine: Initializing Engine...
[2023.01.19-10.27.27:323][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.01.19-10.27.27:407][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.01.19-10.27.27:419][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.19-10.27.27:435][  0]LogAIModule: Creating AISystem for world Untitled
[2023.01.19-10.27.27:436][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2023.01.19-10.27.27:436][  0]LogInit: Texture streaming: Enabled
[2023.01.19-10.27.27:455][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.01.19-10.27.27:470][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.01.19-10.27.27:484][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.01.19-10.27.27:485][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.01.19-10.27.27:486][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.01.19-10.27.27:487][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.01.19-10.27.27:487][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.01.19-10.27.27:487][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.01.19-10.27.27:487][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.01.19-10.27.27:488][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.01.19-10.27.27:488][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.19-10.27.27:488][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.01.19-10.27.27:488][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.19-10.27.27:488][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.19-10.27.27:488][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.19-10.27.27:488][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.19-10.27.27:492][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.19-10.27.27:637][  0]LogAudioMixer: Display: Using Audio Hardware Device 扬声器 (Realtek(R) Audio)
[2023.01.19-10.27.27:637][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.19-10.27.27:638][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.19-10.27.27:638][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.19-10.27.27:639][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.01.19-10.27.27:639][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.01.19-10.27.27:641][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.01.19-10.27.27:641][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.01.19-10.27.27:641][  0]LogInit: FAudioDevice initialized.
[2023.01.19-10.27.27:641][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.01.19-10.27.27:653][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.01.19-10.27.27:660][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.01.19-10.27.27:660][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.01.19-10.27.27:661][  0]LogLiveCoding: Display: First instance in process group "UE_ARProject_0x5c22ca30", spawning console
[2023.01.19-10.27.27:671][  0]LogLiveCoding: Display: Waiting for server
[2023.01.19-10.27.28:041][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.01.19-10.27.28:062][  0]LogInit: Transaction tracking system initialized
[2023.01.19-10.27.28:087][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded ../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/Saved/SourceControl/UncontrolledChangelists.json
[2023.01.19-10.27.28:087][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.01.19-10.27.28:091][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.004943 seconds (Found 155 uncontrolled assets)
[2023.01.19-10.27.28:118][  0]BlueprintLog: New page: 编辑器加载
[2023.01.19-10.27.28:233][  0]LocalizationService: 本地化服务已禁用
[2023.01.19-10.27.28:260][  0]TimingProfiler: Initialize
[2023.01.19-10.27.28:260][  0]TimingProfiler: OnSessionChanged
[2023.01.19-10.27.28:260][  0]LoadingProfiler: Initialize
[2023.01.19-10.27.28:260][  0]LoadingProfiler: OnSessionChanged
[2023.01.19-10.27.28:260][  0]NetworkingProfiler: Initialize
[2023.01.19-10.27.28:260][  0]NetworkingProfiler: OnSessionChanged
[2023.01.19-10.27.28:260][  0]MemoryProfiler: Initialize
[2023.01.19-10.27.28:260][  0]MemoryProfiler: OnSessionChanged
[2023.01.19-10.27.28:308][  0]Warning: In asset 'None', there is an enum property of type 'EIOSVersion' with an invalid value of 'IOS_10'
[2023.01.19-10.27.28:308][  0]LogObj: Error: LoadConfig (/Script/IOSRuntimeSettings.Default__IOSRuntimeSettings): import failed for MinimumiOSVersion in: IOS_10
[2023.01.19-10.27.28:467][  0]LogFileCache: Scanning file cache for directory 'D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Content/' took 0.01s
[2023.01.19-10.27.28:529][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.01.19-10.27.28:660][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.01.19-10.27.28:747][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.01.19-10.27.28:748][  0]SourceControl: 源码管理已禁用
[2023.01.19-10.27.28:749][  0]LogUnrealEdMisc: Loading editor; pre map load, took 8.672
[2023.01.19-10.27.28:749][  0]Cmd: MAP LOAD FILE="../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/Content/HandheldARBP/Maps/HandheldARBlankMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2023.01.19-10.27.28:749][  0]LightingResults: New page: 光照构建
[2023.01.19-10.27.28:753][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.19-10.27.28:753][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.19-10.27.28:753][  0]MapCheck: New page: 地图检测
[2023.01.19-10.27.28:753][  0]LightingResults: New page: 光照构建
[2023.01.19-10.27.28:758][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.19-10.27.28:762][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.63ms
[2023.01.19-10.27.28:764][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'HandheldARBlankMap'.
[2023.01.19-10.27.28:764][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.19-10.27.28:764][  0]LogAIModule: Creating AISystem for world HandheldARBlankMap
[2023.01.19-10.27.28:767][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.19-10.27.28:772][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.40ms
[2023.01.19-10.27.28:772][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.19-10.27.28:773][  0]MapCheck: 地图检测完成：0个错误、0个警告、完成用时0.146毫秒。
[2023.01.19-10.27.28:773][  0]LogFileHelpers: Loading map 'HandheldARBlankMap' took 0.024
[2023.01.19-10.27.28:780][  0]LogUnrealEdMisc: Total Editor Startup Time, took 8.704
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: ================================================
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.00%
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.19-10.27.28:780][  0]LogShaderCompilers: Display: ================================================
[2023.01.19-10.27.28:870][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.19-10.27.28:874][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.19-10.27.28:879][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.19-10.27.28:883][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.19-10.27.28:908][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.19-10.27.28:908][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.01.19-10.27.28:909][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.01.19-10.27.28:909][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.01.19-10.27.28:909][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.01.19-10.27.28:910][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.01.19-10.27.28:910][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.01.19-10.27.28:910][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.01.19-10.27.28:911][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.01.19-10.27.28:911][  0]LogPakFile: Display: Mounted Pak file 'D:/Epic/UE51/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.01.19-10.27.29:152][  0]LogSlate: Took 0.000283 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.19-10.27.29:153][  0]LogSlate: Took 0.000888 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansFallback.ttf' (3848K)
[2023.01.19-10.27.29:155][  0]LogSlate: Took 0.000100 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.01.19-10.27.29:167][  0]LogViewport: Scene viewport resized to 1634x1161, mode Windowed.
[2023.01.19-10.27.29:191][  0]LogRenderer: Warning: Deprecated CVar r.BasePassOutputsVelocity is set to 0. Remove and use r.VelocityOutputPass instead.
[2023.01.19-10.27.29:436][  0]LogStall: Startup...
[2023.01.19-10.27.29:439][  0]LogStall: Startup complete.
[2023.01.19-10.27.29:447][  0]LogLoad: (Engine Initialization) Total time: 9.37 seconds
[2023.01.19-10.27.29:447][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.01.19-10.27.29:513][  0]LogAssetRegistry: Asset discovery search completed in 5.3909 seconds
[2023.01.19-10.27.29:521][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000008 seconds (updated 0 objects)
[2023.01.19-10.27.29:737][  0]LogTurnkeySupport: Turnkey Device: Win64@DESKTOP-865PA88: (Name=DESKTOP-865PA88, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.01.19-10.27.29:739][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.01.19-10.27.30:830][ 56]LogEditorViewport: Clicking Background
[2023.01.19-10.27.34:105][252]LogHMD: HolographicRemotingPlugin::SetRemotingStatusText: Disconnected: XR_REMOTING_DISCONNECT_REASON_HANDSHAKE_UNREACHABLE_MSFT (4)
[2023.01.19-10.27.34:405][270]Cmd: DELETE
[2023.01.19-10.27.34:417][270]Cmd: ACTOR DELETE
[2023.01.19-10.27.34:424][270]LogEditorActor: Deleted Actor: PointLight
[2023.01.19-10.27.34:430][270]LogUObjectHash: Compacting FUObjectHashTables data took   0.57ms
[2023.01.19-10.27.34:435][270]LogEditorActor: Deleted 1 Actors (0.018 secs)
[2023.01.19-10.27.35:376][327]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.19-10.27.35:466][327]LogUObjectHash: Compacting FUObjectHashTables data took   0.24ms
[2023.01.19-10.27.35:472][327]LogPackageLocalizationCache: Processed 47 localized package path(s) for 2 prioritized culture(s) in 0.005288 seconds
[2023.01.19-10.27.35:473][327]LogSerialization: UsePackageTrailer: 'true'
[2023.01.19-10.27.35:474][327]LogSavePackage: Moving output files for package: /Game/HandheldARBP/Maps/HandheldARBlankMap
[2023.01.19-10.27.35:474][327]LogSavePackage: Moving '../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/Saved/HandheldARBlankMapCFB753DC4DB3AEE11E2D319AE1EF9B93.tmp' to '../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/Content/HandheldARBP/Maps/HandheldARBlankMap.umap'
[2023.01.19-10.27.35:478][327]LogFileHelpers: Saving map 'HandheldARBlankMap' took 0.018
[2023.01.19-10.27.35:486][327]LogFileHelpers: InternalPromptForCheckoutAndSave took 110 ms
[2023.01.19-10.27.35:489][327]AssetCheck: New page: 资产保存：HandheldARBlankMap
[2023.01.19-10.27.35:489][327]LogContentValidation: Display: 正在验证/Script/Engine.World /Game/HandheldARBP/Maps/HandheldARBlankMap.HandheldARBlankMap
[2023.01.19-10.27.37:246][429]LogUObjectHash: Compacting FUObjectHashTables data took   0.51ms
[2023.01.19-10.27.37:247][429]LogStall: Shutdown...
[2023.01.19-10.27.37:251][429]LogStall: Shutdown complete.
[2023.01.19-10.27.37:264][429]LogSlate: Window 'ARProject - 虚幻编辑器' being destroyed
[2023.01.19-10.27.37:310][430]Cmd: QUIT_EDITOR
[2023.01.19-10.27.37:310][430]LogCore: Engine exit requested (reason: UUnrealEdEngine::CloseEditor())
[2023.01.19-10.27.37:313][430]LogCore: Engine exit requested (reason: EngineExit() was called; note: exit was already requested)
[2023.01.19-10.27.37:313][430]LogStaticMesh: Abandoning remaining async distance field tasks for shutdown
[2023.01.19-10.27.37:313][430]LogStaticMesh: Abandoning remaining async card representation tasks for shutdown
[2023.01.19-10.27.37:313][430]LogWorld: UWorld::CleanupWorld for HandheldARBlankMap, bSessionEnded=true, bCleanupResources=true
[2023.01.19-10.27.37:313][430]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.19-10.27.37:315][430]LogLevelSequenceEditor: LevelSequenceEditor subsystem deinitialized.
[2023.01.19-10.27.37:353][430]LogAudio: Display: Beginning Audio Device Manager Shutdown (Module: AudioMixerXAudio2)...
[2023.01.19-10.27.37:353][430]LogAudio: Display: Destroying 1 Remaining Audio Device(s)...
[2023.01.19-10.27.37:353][430]LogAudio: Display: Audio Device unregistered from world 'HandheldARBlankMap'.
[2023.01.19-10.27.37:353][430]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=1
[2023.01.19-10.27.37:355][430]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=1
[2023.01.19-10.27.37:365][430]LogAudio: Display: Audio Device Manager Shutdown
[2023.01.19-10.27.37:366][430]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2023.01.19-10.27.37:369][430]LogExit: Preparing to exit.
[2023.01.19-10.27.37:380][430]LogUObjectHash: Compacting FUObjectHashTables data took   0.65ms
[2023.01.19-10.27.38:246][430]LogDemo: Cleaned up 0 splitscreen connections, owner deletion: enabled
[2023.01.19-10.27.38:256][430]LogExit: Editor shut down
[2023.01.19-10.27.38:257][430]LogExit: Transaction tracking system shut down
[2023.01.19-10.27.38:301][430]LogExit: Object subsystem successfully closed.
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: ================================================
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Total job queries 13, among them cache hits 5 (38.46%)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Tracking 8 distinct input hashes that result in 8 distinct outputs (100.00%)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: RAM used: 0.02 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.00%
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Shaders Compiled: 8
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Jobs assigned 8, completed 8 (100.00%)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Time job spent in pending queue: average 0.06 s, longest 0.10 s
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Job execution time: average 0.79 s, max 1.04 s
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Job life time (pending + execution): average 0.85 s, max 1.14
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 1.17 s
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Jobs were issued in 8 batches (only local compilation was used), average 1.00 jobs/batch
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Average processing rate: 6.82 jobs/sec
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Total thread time: 4.42 s
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Total thread preprocess time: 0.32 s
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Percentage time preprocessing: 7.31%
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Effective parallelization: 3.77 (times faster than compiling all shaders on one thread). Compare with number of workers: 8
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy (compiled    2 times, average 0.78 sec, max 0.78 sec, min 0.78 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy (compiled    2 times, average 0.73 sec, max 0.74 sec, min 0.73 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                                  FHitProxyVS (compiled    1 times, average 0.57 sec, max 0.57 sec, min 0.57 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                             FLightFunctionPS (compiled    1 times, average 0.38 sec, max 0.38 sec, min 0.38 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                                  FHitProxyPS (compiled    1 times, average 0.33 sec, max 0.33 sec, min 0.33 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 35.11% of total time (compiled    2 times, average 0.78 sec, max 0.78 sec, min 0.78 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 33.17% of total time (compiled    2 times, average 0.73 sec, max 0.74 sec, min 0.73 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                                  FHitProxyVS - 12.89% of total time (compiled    1 times, average 0.57 sec, max 0.57 sec, min 0.57 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                             FLightFunctionPS - 8.65% of total time (compiled    1 times, average 0.38 sec, max 0.38 sec, min 0.38 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display:                                                  FHitProxyPS - 7.56% of total time (compiled    1 times, average 0.33 sec, max 0.33 sec, min 0.33 sec)
[2023.01.19-10.27.38:307][430]LogShaderCompilers: Display: ================================================
[2023.01.19-10.27.38:383][430]LogShaderCompilers: Display: Shaders left to compile 0
[2023.01.19-10.27.38:419][430]LogVirtualization: UE::Virtualization was shutdown
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module HierarchicalLODOutliner (1039)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module UnsavedAssetsTracker (1037)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module AddContentDialog (1035)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module WidgetCarousel (1034)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module SceneOutliner (1031)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module StatusBar (1029)
[2023.01.19-10.27.38:435][430]LogModuleManager: Shutting down and abandoning module GameProjectGeneration (1027)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module StatsViewer (1025)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module SequenceRecorderSections (1023)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module AutomationWorker (1021)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module TakeRecorderSources (1019)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module TakeTrackRecorders (1017)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module TakesCore (1015)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module LiveLinkMultiUser (1013)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module IKRigEditor (1011)
[2023.01.19-10.27.38:436][430]LogModuleManager: Shutting down and abandoning module ControlRigEditor (1009)
